species,Premonsoon,Postmonsoon,Monsoon
Arcella discoides,3.5186440095371,3.410982571810677,3.523114688115767
Tachybaptus ruficollis,1.0,1.0,1.0
Metopidius indicus,1.0,1.0,1.0
Anastomus oscitans,1.0,1.0,1.0
Mosquito larvae,3.8516032721059035,3.514164289396847,3.936266693116762
Hoplobatrachus crassus,2.3882927763939454,,2.409458113142163
Herbaceous aquatic plants,3.1594271136311853,2.879252912677921,3.352844050110243
Gabbia orcula,2.7646181832301515,2.355839502062075,2.8047960539860197
Macrothrix goeldi,3.5186440095371,3.410982571810677,3.523114688115767
Carp sp.,1.0,2.0,1.0
Halcyon smyrnensis,1.0,1.0,1.0
Anisops campbelli,2.9176041801718275,2.546727106999509,3.030179126488054
Rasbora daniconius,2.732852641171957,2.4659659926513213,2.744136650294533
Hydrophasianus chirurgus,1.0,1.0,
Coronatella rectangula,3.5186440095371,3.4109825718106768,3.5231146881157667
Oriolus kundoo,1.0,1.0,1.0
Macrothrix spinosa,3.5186440095371,3.410982571810677,3.523114688115767
Motacilla citreola,1.0,1.0,1.0
Odonata sp.,2.3465705282343916,2.183245749081415,2.2906894417157555
Hoplobatrachus tigerinus,2.3406737287748975,2.2024268617021274,2.3594581131421632
Lecane bulla,3.579441179529208,3.4313075824486963,3.594529731644069
Duttaphrynus scaber,2.347513015149485,,2.3684177279159075
Macrobrachium malcolmsonii,3.092438558776091,2.6004382068301433,3.1586909461963155
Fowlea piscator,2.5514010164326315,2.171775265957448,2.557643160356926
Diplonychus rusticus,2.9006550276294547,2.533740094012491,3.0132299739456823
Ardea purpurea,1.0,1.0,1.0
Mystus tengara,2.507352941176471,2.4302600472813234,2.507352941176471
Egretta garzetta,1.0,1.0,1.0
Ranatra filiformis,2.9006550276294547,2.5337400940124954,3.013229973945682
Lissemys punctata,2.0,2.0,2.0
Laccotrephes ruber,2.917604180171828,2.546727106999505,3.0301791264880555
Brachionus calyciflorus,3.579441179529208,3.4313075824486963,3.594529731644069
Lecane aculeata,3.579441179529208,3.4313075824486963,3.594529731644069
Netuma thalassina,2.4369747899159666,2.359042553191489,2.4369747899159666
Enhydris enhydris,2.630172590208722,2.2004044769503546,2.637306468979344
Puntius vittatus,2.732852641171957,2.465965992651321,2.744136650294533
Prionailurus viverrinus,1.0,1.0,1.0
Trichogaster fasciata,2.6734571715585354,2.4392716401172914,2.6812232136087313
Minervarya agricola,2.391372835779264,2.252094612778622,2.4094361971592755
Macrognathus pancalus,2.5798319327731094,2.484042553191489,2.5798319327731094
Minervarya pierrei,2.4469045468350203,,2.4681636185401987
Coracias benghalensis,1.0,1.0,1.0
Uperodon systoma,2.4469045468350203,,2.4681636185401987
Pethia phutunio,2.732852641171957,2.465965992651321,2.744136650294533
Parambassis baculis,2.705530728539661,2.441858641285571,2.7171787379565147
Fejervarya orissaensis,2.4138005063287227,,2.4321510324986453
Haliaeetus leucogaster,1.0,1.0,1.0
Acridotheres ginginianus,1.0,1.0,1.0
Centropyxis aculeata,3.5186440095371,3.410982571810677,3.523114688115767
Ardeola grayii,1.0,1.0,1.0
Keratella lenzi,3.579441179529208,3.4313075824486963,3.594529731644069
Oriolus xanthornus,1.0,1.0,1.0
Vanellus indicus,1.0,1.0,1.0
Duttaphrynus melanostictus,2.330137364392012,2.2130213370406193,2.3490273211834927
Badis badis,2.7328526411719567,2.465965992651321,2.7441366502945326
Anas acuta,,1.0,
Sterna aurantia,,1.0,
Tadploes,,2.3856310687412603,2.610864946962733
Pluvialis fulva,,1.0,
Calidris minuta,,1.0,
Fulica atra,,1.0,
Tadorna ferruginea,,1.0,
Tringa tetanus,,1.0,
Tringa nebularia,,1.0,
Ardea cinerea,,1.0,
Merops philippinus,,1.0,1.0
Chroicocephalus brunnicephalus,,1.0,
Vanellus malabaricus,,1.0,
Threskiornis melanocephalus,,1.0,
Circus aeruginosus,,1.0,
Sternula albifrons,,1.0,
Plegadis falcinellus,,1.0,
Tringa glareola,,1.0,
Chlidonias hybrida,,1.0,
Tringa ochropus,,1.0,
Numenius arquata,,1.0,
Netta rufina,,1.0,
Dicrurus caerulescens,,1.0,
Spatula querquedula,,1.0,
Microhyla mymensinghensis,,2.2264182266093835,2.420794942809038
Phalacrocorax fuscicollis,,1.0,
Charadrius dubius,,1.0,
Motacilla tschutschensis,,1.0,
Tringa stagnatilis,,1.0,
Motacilla alba,,1.0,
Anhinga melanogaster,,1.0,
Xenus cinereus,,1.0,
Sphaerotheca rolandae,,,2.3900893589697856
Hylarana tytleri,,,2.4681636185401987
Sphaerotheca breviceps,,,2.3900893589697856
